,title,addr,scene_in_the_work
959,THE NEXT GENERATION パトレイバー 第1章,東京都武蔵野市吉祥寺南町1丁目,レイバーとキャリアが駅前に現れる/吉祥寺駅前
960,サマーウォーズ,長野県上田市二の丸1-3,夏希の曾祖母・栄が統治する陣内家の門/全話共通/上田城
961,サマーウォーズ,長野県上田市大手1-11-16,頼彦がOZを乗っ取った謎の人工知能ラブマシーンを攻撃する際に向かった場所/全話共通/上田市役所
962,サマーウォーズ,長野県上田市中央2丁目 周辺,上田商店街
963,サマーウォーズ,東京都千代田区丸の内1丁目,銀の鈴/全話共通/東京駅構内
964,サマーウォーズ,長野県上田市天神一丁目,上田駅構内/全話共通/上田駅
965,サムライフラメンコ,北海道札幌市中央区大通西1丁目,大通公園（さっぽろテレビ塔）/13話
966,サムライフラメンコ,東京都立川市錦町1-5,錦第二公園（オニ公園）/2話
967,サムライフラメンコ,東京都立川市柴崎町2-10-1,ラーメン二郎 立川店/5話
968,サムライフラメンコ,北海道札幌市中央区北1条西2−1−1,札幌市時計台/13話
969,サムライフラメンコ,東京都立川市曙町2-9,曙町二丁目交差点/5話/菊屋ビルディング
970,サムライフラメンコ,東京都立川市曙町2丁目1-1,ぺデストリアンデッキ北側階段/5話/立川駅
971,サムライフラメンコ,東京都立川市柴崎町2丁目4番1号,柴崎中央公園/6話
972,サムライフラメンコ,埼玉県所沢市くすのき台一丁目,所沢駅前ぺデストリアンデッキ/6話/所沢駅
973,3月のライオン,東京都中央区佃1丁目八重洲通り,六月町と三月町をつなぐ橋/全話共通/中央大橋
974,3月のライオン,東京都中央区新川2地先,雫とひなた、モモがアイスを食べているシーンの背景/1巻　扉絵/霊岸島水位観測所
975,3月のライオン,東京都中央区佃1-1-14,川本家の近くにある神社/全話共通/住吉神社
976,3月のライオン,福島県耶麻郡猪苗代町三ツ輪前田,野口の故郷
977,3月のライオン,福島県耶麻郡猪苗代町三ツ輪前田81,野口英世記念館
978,3月のライオン,福島県会津若松市駅前町,会津若松駅
979,3月のライオン,東京都中央区佃1-11-4,佃公園/全話共通
980,さんかれあ,神奈川県足柄上郡松田町松田惣領1356,舞台となった街/全話共通/松田町
981,さんかれあ,東京都小金井市桜町3−7−1,散華礼弥の実家/全話共通/江戸東京たてもの園
982,さんかれあ,東京都港区白金4−11−1,聖心女子学院高等科/全話共通/聖心女子学院高等科
983,さんかれあ,東京都大田区南雪谷5丁目14−7,左王子が行っていた銭湯/8話/明神湯
984,さんかれあ,神奈川県横浜市中区山手町44,教会/全話共通/カトリック山手教会
985,しおんの王,東京都渋谷区千駄ヶ谷2-39-9,東京の将棋の殿堂/全話共通/将棋会館
986,しおんの王,東京都渋谷区千駄ヶ谷1-1-24,紫音の帰り道にある神社/全話共通/鳩森八幡神社
987,自宅警備員,東京都港区六本木1-6-1泉ガーデンタワー32F,自宅
988,自宅警備員,東京都港区六本木1-6-1泉ガーデンタワー32F,コンビニ
989,自宅警備員,アメリカ,インターネット発祥の地/ペンタゴン
990,自宅警備員,東京都渋谷区神南1-3-5,ハローワーク渋谷
991,自宅警備員,東京都江東区有明3-11-1,自宅警備員出現スポット/東京ビックサイト
992,ジャイアントキリング　GIANT KILLING,東京都台東区浅草2−3−1,応援団仲間が集まらないシゲちゃん＆五郎が愚痴るシーン/14話/浅草雷門
993,ジャイアントキリング　GIANT KILLING,東京都台東区浅草2−3−1,カレーパーティのちらしを配る/26話/浅草雷門
994,ジャイアントキリング　GIANT KILLING,東京都台東区浅草2−3−1,応援団仲間が集まらないシゲちゃん＆五郎がもたれ愚痴るシーン/14話/浅草寺　宝蔵門
995,ジャイアントキリング　GIANT KILLING,東京都台東区花川戸1丁目1−1,夕暮れに鉄道が走る/14話/隅田川橋梁
996,ジャイアントキリング　GIANT KILLING,東京都墨田区吾妻橋,応援団仲間が集まらないシゲちゃん＆五郎が腰掛け愚痴るシーン/14話/吾妻橋
997,ジャイアントキリング　GIANT KILLING,東京都中央区築地6丁目,冒頭の川のシーン/1話/勝鬨橋
998,ジャイアントキリング　GIANT KILLING,東京都墨田区向島2丁目,三角の尖ったものがある橋/1話/桜橋
999,ジャイアントキリング　GIANT KILLING,東京都台東区今戸1丁目1−10,ETUの建物のモデル/全話共通/台東リバーサイドスポーツセンター
1000,ジャイアントキリング　GIANT KILLING,東京都荒川区西日暮里三丁目10番,達海が帰ってきたと親父連中が騒ぐ/1話/ゆうやけだんだん
1001,ジャイアントキリング　GIANT KILLING,東京都江東区夢の島1−1−2,ETUのキャンプが行われる/2話/江東区夢の島陸上競技場
1002,灼眼のシャナ,埼玉県さいたま市中央区新都心8,御崎アトリウム・アーチ/全話共通/さいたまスーパーアリーナ
1003,灼眼のシャナ,埼玉県さいたま市大宮区,御崎市/全話共通/埼玉県さいたま市大宮区
1004,灼眼のシャナ,埼玉県さいたま市大宮区錦町,駅前のカット/全話共通/大宮駅
1005,灼眼のシャナ,埼玉県さいたま市大宮区宮町1丁目付近,悠二が走り抜けた橋/全話共通/大栄橋
1006,シュタインズ・ゲート（STEINS;GATE）,東京都千代田区神田須田町2丁目25,柳森神社付近/2話/柳森神社
1007,シュタインズ・ゲート（STEINS;GATE）,東京都千代田区外神田1-2-13,ラジオ会館/1話/ラジオ会館
1008,シュタインズ・ゲート（STEINS;GATE）,東京都千代田区外神田4-14-1,秋葉原クロスフィールド（ＵＤＸ）/1話/秋葉原クロスフィールド（ＵＤＸ）
1009,シュタインズ・ゲート（STEINS;GATE）,東京都千代田区外神田3丁目5,芳林公園/全話共通/芳林公園
1010,シュタインズ・ゲート（STEINS;GATE）,東京都千代田区外神田3−12−8住友不動産秋葉原ビル,ベルサール秋葉原/1話/ベルサール秋葉原
1011,シュタインズ・ゲート（STEINS;GATE）,東京都千代田区外神田3−6−2FH協和スクエア2F,メイリッシュ/全話共通/カフェメイリッシュ
1012,シュタインズ・ゲート（STEINS;GATE）,東京都千代田区外神田3丁目14−4,さんぽ/全話共通/牛丼専門サンボ
1013,シュタインズ・ゲート（STEINS;GATE）,東京都千代田区神田2-15-4,人工衛星の墜落地点/ラジオ会館
1014,シュタインズ・ゲート（STEINS;GATE）,東京都千代田区神田須田町1丁目,万世橋交差点/1話/万世橋交差点
1015,シュタインズ・ゲート（STEINS;GATE）,東京都千代田区外神田1丁目16−5,万世橋警察署/1話/万世橋警察署
1016,少女少年 GO!GO!ICHIGO,東京都杉並区阿佐谷南3丁目,あさがお駅/全話共通/阿佐ヶ谷駅
1017,少女素敵,奈良県高市郡明日香村川原108,修学旅行で訪れた地/17話/亀石
1018,少女素敵,東京都港区高輪3丁目,いちご姫との待ち合わせ場所/18話/品川駅
1019,少女素敵,東京都品川区北品川1丁目21−10,搗栗家付近
1020,少女素敵,東京都品川区東品川1丁目1−17,蒼井丸（有美）付近
1021,少女素敵,東京都豊島区東池袋4-5-2ライズアリーナビル4・5階,池袋図書館/3話
1022,少女素敵,神奈川県三浦市初声町三戸909,黒崎の鼻/5話
1023,少女素敵,東京都大田区平和島6丁目1−2,いちご姫初登場した場所/9話/東京モノレール
1024,少女素敵,東京都大田区平和の森公園2−1,いちご姫と遊んだ公園/9話/平和の森公園
1025,少女素敵,静岡県静岡市駿河区根古屋37早川農園,いちご農園/13話/早川農園
1026,少女素敵,奈良県高市郡明日香村島庄,修学旅行で訪れた地/17話/石舞台古墳
1027,ジョジョの奇妙な冒険,フランス,『岸辺露伴 ルーヴルへ行く』の舞台/ルーブル美術館
1028,ジョジョの奇妙な冒険,宮城県仙台市青葉区仙台,S市/仙台市
1029,ジョジョの奇妙な冒険,メキシコ,すべてはここから始まったアステカの祭壇/メキシコ
1030,ジョジョの奇妙な冒険,イタリア,柱の男が封印されていた、５部ラストバトルの舞台/ローマ
1031,ジョジョの奇妙な冒険,ヴェネツィア,リサリサ初登場、ギアッチョとジョルノ・ミスタが闘った場所/ヴェネツィア
1032,ジョジョの奇妙な冒険,イタリア,ボスとブチャラティが対決した場所/サン・ジョルジョ・マジョーレ教会
1033,ジョジョの奇妙な冒険,イタリア,トリッシュの母親とボスが出逢った場所/サルディニア島
1034,ジョジョの奇妙な冒険,イタリア,イルーゾォとの戦いを再現できる/ポンペイ
1035,ジョジョの奇妙な冒険,エジプト,DIO vs ジョースター御一行の舞台/カイロ
1036,ジョジョの奇妙な冒険,アメリカ,変人偏屈列伝/ウィンチェスター・ミステリーハウス/アメリカ
1037,じょしらく,東京都新宿区新宿3−6−12,末廣亭/全話共通/末廣亭
1038,じょしらく,東京都台東区上野公園９−８３,上野動物園
1039,じょしらく,東京都千代田区外神田1丁目,秋葉原駅/13話/秋葉原駅
1040,じょしらく,東京都千代田区神田神保町2-1,神保町/5話/神保町駅A6出口周辺
1041,じょしらく,東京都千代田区神田神保町1丁目3-2,書泉グランデ/5話/書泉グランデ
1042,じょしらく,東京都文京区大塚5-40-1,護国寺/5話/護国寺
1043,じょしらく,東京都千代田区外神田1,秋葉原電気街口/最終話/秋葉原電気街口
1044,じょしらく,東京都千代田区外神田1丁目2−7,オノデン/最終話/オノデン
1045,じょしらく,東京都武蔵野市境2丁目14−1,J.C.STAFF/11話/スイングビル
1046,じょしらく,東京都文京区音羽2−12−21,講談社/5話/講談社
1047,しろくまカフェ,東京都新宿区高田馬場2−1−2TOHMA高田馬場1F,しろくまカフェ/全話共通/しろくまカフェ
1048,しろくまカフェ,東京都渋谷区宇田川町13番,スペイン坂/7話/スペイン坂
1049,しろくまカフェ,東京都渋谷区宇田川町12−18,東急ハンズ渋谷店/7話/東急ハンズ渋谷店
1050,進撃の巨人,東京都武蔵野市中町2-1-9I.Gビル 1F,I.G本社ビル一階でIGが経営しているレストラン、アクビちゃん、宇宙戦艦ヤマト、攻殻機動隊 … CLAMP、原恵一、黄瀬和哉…IG系作者の原画やサイン多数/武蔵野カンプス
1051,進撃の巨人,大分県日田市大山町西大山2008-1,進撃の大山ダム（壁のモデル？）/イベント/大山ダム
1052,進撃の巨人,神奈川県川崎市幸区堀川町72-1,60m級の超大型巨人、川崎に現る/ラゾーナ川崎
1053,進撃の巨人,兵庫県姫路市西延末,スリラー塔/壁のイメージに似ている写真撮影スポット/手柄山中央公園
1054,進撃の巨人,福岡県福岡市博多区博多駅前3丁目8−24,諫山創の母校/九州デザイナー学院
1055,進撃の巨人,大分県日田市吹上町2−80,諫山創の母校/大分県立日田林工高等学校
1056,新世紀エヴァンゲリオン,神奈川県足柄下郡箱根町元箱根80−1,第４使徒シャムシエルの襲来時にトウジとケンスケが避難所から抜け出した先の神社/３話/箱根神社
1057,新世紀エヴァンゲリオン,東京都千代田区外神田4‐4‐3ドン・キホーテビル１F・B１F,「荷物保管計画」と題してエヴァ風のサブタイトルや名言が刻まれたコインロッカー/アイランド秋葉原店
1058,新世紀エヴァンゲリオン,神奈川県足柄下郡箱根町,第三東京市/全話共通/神奈川県芦ノ湖周辺
1059,新世紀エヴァンゲリオン,神奈川県足柄下郡箱根町湯本白石下707-1,シンジが第三東京市に来る際/1話/箱根湯本駅
1060,新世紀エヴァンゲリオン,神奈川県足柄下郡箱根町仙石原1251,シンジの逃亡先/4話/大涌谷
1061,新世紀エヴァンゲリオン,神奈川県足柄下郡箱根町仙石原,ヱヴァ序で、トウジとケンスケがシェルターから抜け出し、第二次直上会戦を見守った場所/公時神社
1062,新世紀エヴァンゲリオン,神奈川県足柄下郡箱根町仙石原1236−27,第8の使徒 落下地点/仙石原乙女観光案内所奥の山
1063,新世紀エヴァンゲリオン,神奈川県足柄下郡箱根町箱根10 周辺,第8の使徒 殲滅シーン/くらかけ展望台
1064,新世紀エヴァンゲリオン,神奈川県足柄下郡箱根町箱根,第3新東京市 集光ビル/芦ノ湖沿岸
